HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,c
7.33,4.5,0
49.82,25.34,0
7.75,2.0,0
5.33,1.5,0
14.73,8.94,0
24.84,20.65,0
7.86,2.5,0
14.16,8.0,0
8.98,2.5,0
22.08,10.5,0
5.33,1.5,0
77.51,14.27,0
8.3,6.67,0
7.74,1.5,0
7.75,2.0,0
5.33,1.5,0
7.75,2.0,0
18.59,38.0,0
8.3,6.0,0
8.98,2.5,0
30.82,6.29,0
34.8,34.72,0
189.28,5.36,0
7.74,1.5,0
142.01,9.77,0
5.33,1.5,0
5.33,1.5,0
0.0,0.0,0
9.51,3.0,0
5.33,1.5,0
6.86,3.5,0
7.75,2.0,0
6.2,2.5,0
7.74,1.5,0
21.1,18.56,0
9.47,2.67,0
5.33,1.5,0
7.74,1.5,0
0.0,0.0,0
5.33,1.5,0
7.74,1.5,0
62.33,27.16,0
5.33,1.5,0
7.75,2.0,0
7.74,1.5,0
0.0,0.0,0
7.75,2.0,0
5.8,2.0,0
66.21,13.6,0
7.74,1.5,0
8.3,6.0,0
20.31,38.25,0
7.86,2.5,0
5.33,1.5,0
7.75,2.0,0
7.75,2.0,0
19.63,22.75,0
21.65,7.39,0
5.33,1.5,0
0.0,0.0,0
43.15,6.37,0
18.89,8.44,0
7.74,1.5,0
5.8,2.0,0
6.55,3.0,0
7.75,2.0,0
5.33,1.5,0
13.4,7.0,0
7.74,1.5,0
7.75,2.0,0
9.51,3.0,0
96.51,10.29,0
76.17,7.41,0
0.0,0.0,0
8.3,6.0,0
26.8,21.03,0
5.33,1.5,0
6.2,2.5,0
11.99,6.67,0
32.91,9.72,0
7.81,9.0,0
5.33,1.5,0
5.33,1.5,0
7.74,1.5,0
0.0,0.0,0
5.33,1.5,0
14.41,12.0,0
9.83,2.0,0
7.74,1.5,0
5.33,1.5,0
5.33,1.5,0
7.75,2.0,0
0.0,0.0,0
5.33,1.5,0
10.75,6.0,0
34.14,30.0,0
11.68,5.33,0
7.86,2.5,0
11.89,13.13,0
12.68,2.5,0
5.33,1.5,0
7.74,1.5,0
7.74,1.5,0
14.7,10.21,0
7.74,1.5,0
49.34,20.83,0
5.33,1.5,0
5.33,1.5,0
0.0,0.0,0
7.74,1.5,0
17.51,5.0,0
7.75,2.0,0
7.75,2.0,0
5.33,1.5,0
6.89,3.0,0
5.33,1.5,0
7.75,2.0,0
29.62,75.0,0
7.75,2.0,0
0.0,0.0,0
0.0,0.0,0
5.8,2.0,0
14.42,14.44,0
7.74,1.5,0
96.51,10.29,0
12.33,4.8,0
13.67,6.0,0
0.0,0.0,0
26.56,25.5,0
96.51,10.29,0
9.51,3.0,0
17.13,4.67,0
13.96,6.0,0
6.55,3.0,0
5.33,1.5,0
7.74,1.5,0
7.74,1.5,0
6.2,2.5,0
7.74,1.5,0
48.37,5.36,0
5.33,1.5,0
5.33,1.5,0
5.33,1.5,0
6.86,3.5,0
7.74,1.5,0
0.0,0.0,0
19.81,2.4,0
7.74,1.5,0
0.0,0.0,0
5.33,1.5,0
0.0,0.0,0
6.2,2.5,0
7.74,1.5,0
0.0,0.0,0
9.51,3.0,0
7.74,1.5,0
10.34,2.0,0
161.52,38.37,0
5.33,1.5,0
16.8,9.0,0
7.74,1.5,0
5.33,1.5,0
10.28,4.38,0
11.23,2.0,0
28.38,51.4,0
7.74,1.5,0
12.35,16.0,0
14.12,9.63,0
7.75,2.0,0
20.4,43.71,0
13.67,11.43,0
5.33,1.5,0
12.0,2.5,0
44.38,11.05,0
8.3,6.0,0
5.33,1.5,0
5.33,1.5,0
11.86,3.5,0
22.84,10.0,0
0.0,0.0,0
9.83,2.0,0
55.48,19.5,1
7.74,1.5,0
7.74,1.5,0
5.33,1.5,0
7.75,2.0,0
8.6,7.5,0
5.33,1.5,0
22.08,10.5,0
5.33,1.5,0
68.71,44.09,0
7.86,2.5,0
9.83,2.0,0
7.75,2.0,0
7.86,2.5,0
7.74,1.5,0
40.82,10.25,0
5.33,1.5,0
6.55,3.0,0
6.2,2.5,0
68.12,26.54,0
6.89,3.0,0
7.74,1.5,0
5.33,1.5,0
26.22,13.6,0
13.41,19.29,0
5.33,1.5,0
44.81,2.0,0
9.31,2.5,0
8.3,6.0,0
17.51,5.0,0
5.33,1.5,0
16.84,1.5,0
14.7,10.21,0
25.82,11.05,0
11.52,3.75,0
7.75,2.0,0
15.07,9.75,0
11.39,3.5,0
7.74,1.5,0
45.78,10.66,0
7.74,1.5,0
5.33,1.5,0
12.0,2.5,0
7.74,1.5,0
5.33,1.5,0
5.8,2.0,0
8.96,6.0,0
5.33,1.5,0
5.33,1.5,0
5.33,1.5,0
7.74,1.5,0
9.29,1.5,0
34.4,5.0,0
9.32,5.0,0
14.85,6.67,0
5.33,1.5,0
30.88,8.07,0
28.64,36.53,0
7.86,2.5,0
5.33,1.5,0
10.57,3.0,0
7.75,2.0,0
38.28,8.03,0
5.33,1.5,0
7.75,2.0,0
11.99,6.67,0
5.33,1.5,0
7.75,2.0,0
48.02,43.19,0
7.75,2.0,0
0.0,0.0,0
21.59,2.0,0
7.75,2.0,0
7.75,2.0,0
5.8,2.0,0
7.75,2.0,0
5.33,1.5,0
16.97,9.17,0
10.34,2.0,0
9.29,1.5,0
5.33,1.5,0
33.47,42.95,0
14.73,8.94,0
7.86,2.5,0
21.34,9.45,0
14.28,4.0,0
86.0,1.6,0
9.29,1.5,0
5.33,1.5,0
0.0,0.0,0
34.8,34.72,0
5.33,1.5,0
7.74,1.5,0
5.33,1.5,0
7.75,2.0,0
8.98,2.5,0
5.33,1.5,0
21.67,1.8,0
5.33,1.5,0
7.75,2.0,0
34.14,30.0,0
12.0,2.5,0
0.0,0.0,0
34.25,60.91,0
5.33,1.5,0
60.81,116.23,0
0.0,0.0,0
50.39,14.03,0
0.0,0.0,0
7.74,1.5,0
25.11,40.0,0
21.67,1.8,0
13.5,2.0,0
13.29,3.0,0
13.5,2.0,0
7.74,1.5,0
7.74,1.5,0
5.33,1.5,0
17.17,2.4,0
7.75,2.0,0
9.51,3.0,1
7.74,1.5,0
5.33,1.5,0
6.55,3.0,0
5.33,1.5,0
5.8,2.0,0
7.86,2.5,0
14.73,8.94,0
0.0,0.0,0
12.35,16.0,0
7.74,1.5,0
3.96,2.0,0
14.28,4.0,0
11.99,6.67,0
5.33,1.5,0
10.75,6.0,0
34.14,30.0,0
5.33,1.5,0
74.55,14.83,0
24.57,81.89,0
30.58,3.82,0
7.74,1.5,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
8.98,2.5,0
9.47,2.67,0
11.89,13.13,0
8.3,6.0,0
32.06,61.5,0
7.86,2.5,0
27.89,28.39,0
0.0,0.0,0
9.47,2.67,0
29.4,11.54,0
5.33,1.5,0
7.75,2.0,0
52.79,15.18,0
0.0,0.0,0
0.0,0.0,0
36.14,14.33,0
12.35,16.0,0
0.0,0.0,0
5.33,1.5,0
5.33,1.5,0
7.75,2.0,0
9.32,5.0,0
9.31,2.5,0
8.3,6.0,0
24.57,81.89,0
5.33,1.5,0
0.0,0.0,0
54.76,9.05,0
7.75,2.0,0
0.0,0.0,0
14.28,4.0,0
7.81,9.0,0
22.08,10.5,0
0.0,0.0,0
5.33,1.5,0
7.74,1.5,0
0.0,0.0,0
5.33,1.5,0
7.86,2.5,0
28.99,6.92,0
10.57,3.0,0
19.21,19.0,0
5.8,2.0,0
7.35,8.0,0
7.75,2.0,0
0.0,0.0,0
16.84,1.5,0
5.33,1.5,0
17.73,24.89,0
7.33,4.5,0
34.25,60.91,0
8.3,6.0,0
23.46,10.29,0
5.33,1.5,0
5.33,1.5,0
0.0,0.0,0
6.86,3.5,0
7.75,2.0,0
12.35,16.0,0
7.74,1.5,0
7.75,2.0,0
11.23,2.0,0
17.24,7.5,0
46.18,8.5,0
5.33,1.5,0
17.24,7.5,0
7.74,1.5,0
5.33,1.5,0
12.18,3.0,0
5.33,1.5,0
21.67,1.8,0
5.33,1.5,0
0.0,0.0,0
7.74,1.5,0
7.86,2.5,0
10.88,5.6,0
5.33,1.5,0
5.33,1.5,0
34.17,7.96,0
0.0,0.0,0
12.13,11.0,0
7.74,1.5,0
5.33,1.5,0
16.86,7.0,0
8.3,6.0,0
5.33,1.5,0
22.64,7.0,0
7.74,1.5,0
7.75,2.0,0
31.45,6.36,0
5.33,1.5,0
12.0,2.5,0
40.29,8.75,0
6.55,3.0,0
5.33,1.5,0
5.33,1.5,0
17.51,5.0,0
0.0,0.0,0
0.0,0.0,0
5.33,1.5,0
24.54,6.75,0
7.74,1.5,0
5.33,1.5,0
5.33,1.5,0
9.31,2.5,0
22.69,21.71,0
22.9,11.46,0
71.58,16.79,1
19.16,13.22,0
14.82,12.83,0
5.33,1.5,0
0.0,0.0,0
7.75,2.0,0
0.0,0.0,0
0.0,0.0,0
22.06,40.8,0
7.75,2.0,0
7.74,1.5,0
7.86,2.5,0
7.74,1.5,0
6.2,2.5,0
7.75,2.0,0
8.98,2.5,0
5.33,1.5,0
0.0,0.0,0
9.6,2.5,0
7.75,2.0,0
5.33,1.5,0
0.0,0.0,0
5.33,1.5,0
20.54,4.38,0
0.0,0.0,0
7.74,1.5,0
5.33,1.5,0
7.74,1.5,0
7.75,2.0,0
13.5,2.0,0
7.75,6.0,0
26.77,18.5,0
24.54,6.75,0
16.84,1.5,0
7.75,2.0,0
21.5,7.15,0
18.73,24.38,0
36.12,7.54,0
13.67,6.0,0
11.18,5.63,0
8.98,2.5,0
69.2,35.36,0
17.22,4.08,0
11.99,6.67,0
24.67,9.04,1
5.33,1.5,0
20.54,4.38,0
30.59,3.75,0
9.51,3.0,0
5.8,2.0,0
5.33,1.5,0
7.74,1.5,0
0.0,0.0,0
5.33,1.5,0
8.3,6.0,0
5.33,1.5,0
23.46,10.29,0
22.95,5.06,0
12.35,16.0,0
7.75,2.0,0
16.73,3.6,0
7.75,2.0,0
5.33,1.5,0
31.35,9.97,0
11.99,6.67,0
7.74,1.5,0
5.33,1.5,0
47.96,20.64,0
25.45,12.6,0
17.46,16.55,0
5.33,1.5,0
11.23,2.0,0
19.78,20.04,0
23.89,9.6,0
27.97,6.95,0
28.94,67.5,0
55.48,19.5,1
5.33,1.5,0
7.75,2.0,0
9.83,2.0,0
7.75,2.0,0
68.71,44.09,0
39.38,9.82,0
7.75,2.0,0
22.86,9.75,0
17.99,5.0,0
5.33,1.5,0
5.33,1.5,0
9.51,3.0,0
6.86,3.5,0
5.33,1.5,0
5.33,1.5,0
19.62,17.73,0
5.8,2.0,0
17.46,16.55,0
17.22,4.08,0
8.3,6.67,0
5.33,1.5,0
14.31,15.11,0
11.86,3.5,0
44.77,2.18,0
17.24,7.5,0
73.66,17.92,0
9.0,3.0,0
7.74,1.5,0
0.0,0.0,0
19.78,20.04,0
7.75,2.0,0
7.75,2.0,0
5.33,1.5,0
5.33,1.5,0
16.72,15.27,0
6.53,9.0,0
10.24,7.0,0
5.33,1.5,0
8.3,6.0,0
0.0,0.0,0
7.75,2.0,0
7.74,1.5,0
7.74,1.5,0
96.51,10.29,0
5.8,2.0,0
6.55,3.0,0
7.74,1.5,0
5.33,1.5,0
5.33,1.5,0
5.33,1.5,0
25.9,25.94,0
5.33,1.5,0
9.6,2.5,0
23.46,10.29,0
35.29,11.81,0
5.8,2.0,0
17.33,16.67,0
30.59,3.75,0
28.52,66.04,0
18.24,22.91,0
5.8,2.0,0
20.67,11.5,0
7.74,1.5,0
5.8,2.0,0
21.67,1.8,0
7.74,1.5,0
21.22,9.17,0
11.89,13.13,0
66.0,15.92,0
71.33,5.02,0
5.33,1.5,0
16.4,7.07,0
9.83,2.0,0
5.33,1.5,0
5.33,1.5,0
142.01,9.77,0
7.75,2.0,0
8.3,6.0,0
8.98,2.5,0
0.0,0.0,0
7.75,2.0,0
5.33,1.5,0
7.74,1.5,0
17.24,7.5,0
7.86,2.5,0
9.47,2.67,0
19.78,20.04,0
7.75,2.0,0
22.06,40.8,0
24.82,8.4,0
7.74,1.5,0
8.3,6.67,0
7.75,2.0,0
7.74,1.5,0
0.0,0.0,0
19.07,10.91,0
12.68,2.5,0
5.8,2.0,0
8.0,1.0,0
7.75,2.0,0
73.58,80.67,0
8.3,6.0,0
7.75,2.0,0
7.75,2.0,0
0.0,0.0,0
5.33,1.5,0
7.75,2.0,0
21.56,24.07,0
25.86,9.27,0
5.33,1.5,0
6.55,3.0,0
5.33,1.5,0
5.33,1.5,0
7.74,1.5,0
5.33,1.5,0
5.33,1.5,0
5.33,1.5,0
7.75,2.0,0
9.97,4.0,0
7.75,2.0,0
7.74,1.5,0
7.74,1.5,0
0.0,0.0,0
9.51,3.0,0
5.33,1.5,0
34.14,30.0,0
21.8,47.14,0
11.52,3.75,0
6.2,2.5,0
11.16,3.12,0
5.33,1.5,0
8.3,6.0,0
5.33,1.5,0
38.42,13.0,0
29.78,29.7,0
5.33,1.5,0
11.81,6.75,0
7.75,2.0,0
41.56,18.41,0
86.0,1.6,0
14.38,4.5,0
0.0,0.0,0
7.74,1.5,0
5.33,1.5,0
11.26,10.0,0
5.33,1.5,0
7.86,2.5,0
19.78,20.04,0
0.0,0.0,0
5.33,1.5,0
86.0,1.6,0
19.66,21.25,0
7.74,1.5,0
5.33,1.5,0
0.0,0.0,0
9.31,2.5,0
10.68,4.67,0
19.98,4.5,0
7.86,2.5,0
7.75,2.0,0
8.3,6.67,0
5.33,1.5,0
7.74,1.5,0
15.99,5.0,0
12.0,2.5,0
9.32,5.0,0
5.33,1.5,0
5.33,1.5,0
62.52,23.8,0
9.51,3.0,0
0.0,0.0,0
9.51,3.0,0
7.86,2.5,0
5.33,1.5,0
9.32,5.0,0
5.33,1.5,0
16.37,6.0,0
17.39,29.75,0
5.8,2.0,0
9.51,3.0,0
9.31,2.5,0
16.84,1.5,0
7.75,2.0,0
7.75,2.0,0
7.74,1.5,0
5.33,1.5,0
6.55,3.0,0
19.07,10.91,0
8.6,7.5,0
7.74,1.5,0
5.33,1.5,0
13.5,2.0,0
5.33,1.5,0
23.46,10.29,0
6.55,3.0,0
20.19,5.06,0
9.31,2.5,0
0.0,0.0,0
14.46,7.5,0
5.8,2.0,0
7.75,2.0,0
8.3,6.0,0
7.75,2.0,0
0.0,0.0,0
47.96,20.64,0
7.71,3.5,0
7.75,2.0,0
64.17,6.0,0
9.32,5.0,0
113.15,4.03,0
7.75,2.0,0
21.58,5.25,0
5.33,1.5,0
46.18,8.5,0
30.35,17.85,0
10.44,3.5,0
5.33,1.5,0
21.67,1.8,0
31.0,44.38,0
8.36,27.0,0
0.0,0.0,0
8.6,7.5,0
7.74,1.5,0
5.33,1.5,0
27.23,23.81,0
8.3,6.0,0
10.88,5.6,0
12.18,3.0,0
12.18,3.0,0
9.51,3.0,0
5.33,1.5,0
0.0,0.0,0
8.3,6.0,0
9.6,2.5,0
13.67,6.0,0
9.51,3.0,0
12.0,2.5,0
13.67,11.43,0
5.33,1.5,0
7.75,2.0,0
9.77,7.2,0
5.8,2.0,0
7.75,2.0,0
16.97,7.07,0
5.33,1.5,0
45.97,7.64,0
12.18,3.0,0
19.78,20.04,0
7.74,1.5,0
12.18,3.0,0
5.8,2.0,0
25.41,12.54,0
5.8,2.0,0
0.0,0.0,0
25.16,2.5,0
6.2,2.5,0
23.26,21.67,0
94.97,4.71,0
32.61,21.25,0
7.75,2.0,0
8.3,6.0,0
28.56,3.33,0
7.75,2.0,0
17.24,7.5,0
5.33,1.5,0
5.33,1.5,0
7.74,1.5,0
24.22,2.0,0
6.2,2.5,0
27.12,4.28,0
10.68,4.67,0
7.75,2.0,0
9.51,3.0,0
21.67,1.8,0
7.75,2.0,0
12.0,2.5,0
16.84,1.5,0
5.33,1.5,0
5.33,1.5,0
0.0,0.0,0
31.94,8.25,0
9.51,3.0,0
11.63,6.0,0
4.75,1.0,0
7.75,2.0,0
8.98,2.5,0
7.75,2.0,0
13.96,6.0,0
12.68,2.5,0
8.98,2.5,0
9.51,3.0,0
5.33,1.5,0
0.0,0.0,0
10.24,7.0,0
16.84,1.5,0
7.74,1.5,0
7.74,1.5,0
7.81,9.0,0
46.18,8.5,0
74.92,2.5,0
9.47,2.67,0
49.26,38.25,0
17.22,4.08,0
7.86,2.5,0
5.33,1.5,0
0.0,0.0,0
7.75,2.0,0
86.0,1.6,0
9.32,5.0,0
5.33,1.5,0
9.51,3.0,0
9.47,2.67,0
114.74,2.53,0
7.86,2.5,0
9.31,2.5,0
7.86,2.5,0
86.0,1.6,0
5.33,1.5,0
7.86,2.5,0
5.33,1.5,0
5.33,1.5,0
16.78,6.29,0
8.4,4.0,0
9.51,3.0,0
5.33,1.5,0
7.59,7.0,0
5.33,1.5,0
55.09,23.9,0
41.56,18.41,0
5.33,1.5,0
5.33,1.5,0
20.54,4.38,0
26.78,12.57,0
25.86,9.27,0
7.75,2.0,0
0.0,0.0,0
20.54,4.38,0
46.18,8.5,0
11.52,3.75,0
34.23,10.32,0
13.67,11.43,0
9.97,4.0,0
16.4,7.07,0
7.75,2.0,0
8.98,2.5,0
30.72,9.0,0
21.5,7.15,0
18.89,8.44,0
21.59,2.0,0
21.5,7.15,0
5.33,1.5,0
7.75,2.0,0
5.33,1.5,0
5.33,1.5,0
5.33,1.5,0
16.84,1.5,0
48.49,34.68,0
5.8,2.0,0
7.75,2.0,0
8.3,6.0,0
7.74,1.5,0
4.75,1.0,0
20.08,5.5,0
5.8,2.0,0
7.75,2.0,0
0.0,0.0,0
0.0,0.0,0
5.33,1.5,0
7.74,1.5,0
5.33,1.5,0
7.86,2.5,0
55.29,11.48,0
50.43,10.62,0
69.11,13.17,0
5.33,1.5,0
10.24,7.0,0
142.01,9.77,0
5.33,1.5,0
7.74,1.5,0
7.75,2.0,0
17.22,4.08,0
6.55,3.0,0
19.62,17.73,0
7.74,1.5,0
7.75,2.0,0
6.69,7.5,0
46.18,8.5,0
8.6,7.5,0
5.33,1.5,0
19.16,5.33,0
7.75,2.0,0
7.74,1.5,0
9.51,3.0,0
35.57,7.35,0
28.22,7.27,0
11.23,2.0,0
25.48,6.92,0
17.9,9.1,0
11.23,2.0,0
21.67,1.8,0
5.33,1.5,0
0.0,0.0,0
16.4,7.07,0
8.98,2.5,0
77.57,45.92,0
0.0,0.0,0
5.33,1.5,0
7.74,1.5,0
5.33,1.5,0
15.07,9.75,0
148.98,3.58,0
5.33,1.5,0
55.48,19.5,0
3.0,1.0,0
9.47,2.67,0
0.0,0.0,0
12.26,7.33,0
9.51,3.0,0
13.41,20.57,0
17.46,16.55,0
15.07,9.75,0
7.74,1.5,0
6.86,3.5,0
9.51,3.0,0
0.0,0.0,0
86.0,1.6,0
5.33,1.5,0
9.51,3.0,0
7.75,2.0,0
8.54,5.83,0
5.33,1.5,0
5.33,1.5,0
7.75,2.0,0
22.09,9.0,0
7.75,2.0,0
8.3,6.0,0
7.74,1.5,0
5.33,1.5,0
7.86,2.5,0
33.01,8.25,0
23.26,21.67,0
0.0,0.0,0
10.68,4.67,0
5.33,1.5,0
15.65,7.31,0
7.75,2.0,0
47.04,4.15,0
11.89,13.13,0
14.28,4.0,0
5.33,1.5,0
5.33,1.5,0
0.0,0.0,0
12.61,16.63,0
7.75,2.0,0
13.88,10.21,0
21.5,7.15,0
7.75,2.0,0
7.81,9.0,0
5.33,1.5,0
7.86,2.5,0
7.74,1.5,0
5.33,1.5,0
6.2,2.5,0
7.74,1.5,0
7.86,2.5,0
46.18,8.5,0
21.67,1.8,0
12.18,3.0,0
19.43,5.14,0
0.0,0.0,0
11.56,6.4,0
9.0,3.0,0
6.89,3.0,0
7.74,1.5,0
11.89,13.13,0
0.0,0.0,0
7.75,2.0,0
27.97,8.25,0
7.74,1.5,0
5.33,1.5,0
0.0,0.0,0
16.4,7.07,0
0.0,0.0,0
9.83,2.0,0
10.82,5.83,0
7.75,2.0,0
10.82,5.83,0
7.75,2.0,0
26.07,23.61,0
74.55,14.83,0
7.86,2.5,0
19.08,14.5,0
13.48,4.67,0
7.75,2.0,0
22.2,65.6,0
7.74,1.5,0
5.33,1.5,0
6.86,3.5,0
5.33,1.5,0
33.0,4.85,0
5.33,1.5,0
0.0,0.0,0
40.5,9.71,0
19.07,10.91,0
16.84,1.5,0
9.51,3.0,0
86.0,1.6,0
0.0,0.0,0
5.33,1.5,0
8.3,6.0,0
7.75,2.0,0
16.0,3.0,0
6.55,3.0,0
5.33,1.5,0
5.33,1.5,0
6.89,3.0,0
9.51,3.0,0
7.74,1.5,0
5.33,1.5,0
5.33,1.5,0
7.74,1.5,0
5.33,1.5,0
8.0,3.0,0
21.67,1.8,0
0.0,0.0,0
8.55,13.0,0
46.81,15.83,0
33.53,50.43,0
9.51,3.0,0
15.36,3.5,0
19.08,6.5,0
6.55,3.0,0
60.1,3.63,0
62.33,27.16,0
15.36,3.5,0
0.0,0.0,0
69.36,8.0,0
28.43,11.45,0
17.22,4.08,0
8.72,4.0,0
7.75,2.0,0
15.36,3.5,0
7.74,1.5,0
7.74,1.5,0
17.51,5.0,0
5.33,1.5,0
7.74,1.5,0
0.0,0.0,0
9.51,3.0,0
7.74,1.5,0
7.75,2.0,0
0.0,0.0,0
8.3,6.67,0
7.74,1.5,0
5.33,1.5,0
9.51,3.0,0
7.74,1.5,0
7.75,2.0,0
44.77,2.18,0
7.74,1.5,0
10.68,4.67,0
11.23,2.0,0
9.51,3.0,0
0.0,0.0,0
7.75,2.0,0
0.0,0.0,0
9.32,5.0,0
7.75,2.0,0
6.89,3.0,0
6.2,2.5,0
0.0,0.0,0
14.59,7.5,0
6.55,3.0,0
7.75,2.0,0
7.75,2.0,0
64.48,21.79,0
20.54,4.38,0
11.18,5.63,0
39.38,9.82,0
5.33,1.5,0
5.43,8.75,0
24.82,8.4,0
7.75,2.0,0
7.74,1.5,0
5.33,1.5,0
7.75,2.0,0
9.29,1.5,0
5.33,1.5,0
13.95,2.5,0
28.89,17.89,0
7.74,1.5,0
16.5,2.0,0
7.74,1.5,0
7.74,1.5,0
7.74,1.5,0
5.8,2.0,0
9.51,3.0,0
9.0,3.0,0
13.96,6.0,0
5.33,1.5,0
7.75,2.0,0
8.3,6.0,0
5.33,1.5,0
9.51,3.0,0
6.55,3.0,0
11.52,3.75,0
7.74,1.5,0
9.6,2.5,0
7.86,2.5,0
7.75,2.0,0
5.33,1.5,0
7.74,1.5,0
19.78,20.04,0
20.08,5.5,0
18.24,22.91,0
5.33,1.5,0
5.33,1.5,0
0.0,0.0,0
51.33,9.55,0
7.74,1.5,0
5.33,1.5,0
7.75,2.0,0
0.0,0.0,0
8.1,3.33,0
5.33,1.5,0
11.99,6.67,0
7.74,1.5,0
9.51,3.0,0
7.75,2.0,0
5.33,1.5,0
5.33,1.5,0
8.3,6.0,0
17.48,7.78,0
5.33,1.5,0
13.5,2.0,0
5.33,1.5,0
7.75,2.0,0
14.85,6.67,0
10.68,4.67,0
9.47,2.67,0
34.8,34.72,0
6.69,7.5,0
14.58,12.75,0
7.75,2.0,0
5.33,1.5,0
5.33,1.5,0
7.75,2.0,0
5.33,1.5,0
25.3,15.47,0
0.0,0.0,0
0.0,0.0,0
5.8,2.0,0
7.75,2.0,0
5.33,1.5,0
7.74,1.5,0
52.13,20.79,0
6.16,28.5,0
7.74,1.5,0
76.17,7.41,0
5.8,2.0,0
44.77,2.18,0
5.33,1.5,0
8.6,7.5,0
15.29,13.8,0
0.0,0.0,0
5.33,1.5,0
8.3,6.0,0
0.0,0.0,0
12.0,2.5,0
5.33,1.5,0
5.33,1.5,0
5.33,1.5,0
13.5,2.0,0
5.33,1.5,0
24.61,21.25,0
0.0,0.0,0
5.33,1.5,0
5.33,1.5,0
13.67,11.43,0
7.75,2.0,0
5.33,1.5,0
20.35,5.63,0
5.8,2.0,0
14.14,10.56,0
7.86,2.5,0
9.51,3.0,0
6.86,3.5,0
0.0,0.0,0
25.11,40.0,0
10.44,3.5,0
18.6,5.25,0
96.51,10.29,0
19.07,10.91,0
7.74,1.5,0
5.33,1.5,0
18.47,12.0,0
5.33,1.5,0
5.6,7.5,0
16.21,2.25,0
5.33,1.5,0
8.36,27.0,0
18.89,8.44,0
5.33,1.5,0
13.67,11.43,0
5.33,1.5,0
11.89,13.13,0
17.22,4.08,0
20.08,5.5,0
43.82,7.31,0
9.51,3.0,0
7.75,2.0,0
5.33,1.5,0
5.33,1.5,0
5.33,1.5,0
5.33,1.5,0
9.51,3.0,0
7.74,1.5,0
5.33,1.5,0
9.51,3.0,0
0.0,0.0,0
0.0,0.0,0
7.75,2.0,0
7.75,2.0,0
5.33,1.5,0
7.35,8.0,0
7.74,1.5,0
7.75,2.0,0
6.86,3.5,0
13.96,6.0,0
0.0,0.0,0
7.74,1.5,0
5.33,1.5,0
18.89,8.44,0
5.8,2.0,0
7.74,1.5,0
45.72,37.0,0
7.75,2.0,0
20.31,38.25,0
8.3,6.0,0
8.3,6.0,0
32.09,5.71,0
11.58,2.67,0
5.33,1.5,0
7.75,2.0,0
21.67,1.8,0
0.0,0.0,0
48.65,3.6,0
57.64,24.53,0
9.6,2.5,0
7.86,2.5,0
7.35,8.0,0
7.74,1.5,0
7.75,2.0,0
6.55,3.0,0
7.75,2.0,0
5.33,1.5,0
5.33,1.5,0
0.0,0.0,0
10.68,4.67,0
5.33,1.5,0
7.35,8.0,0
23.8,4.0,0
0.0,0.0,0
5.8,2.0,0
26.1,9.43,0
7.74,1.5,0
6.55,3.0,0
7.86,2.5,0
7.75,2.0,0
9.83,2.0,0
8.6,7.5,0
7.74,1.5,0
5.33,1.5,0
7.74,1.5,0
9.32,5.0,0
7.75,2.0,0
12.16,10.08,0
17.22,4.08,0
7.86,2.5,0
6.2,2.5,0
96.51,10.29,0
43.79,3.72,0
7.75,2.0,0
5.33,1.5,0
11.2,18.2,0
11.52,3.75,0
5.33,1.5,0
7.75,2.0,0
7.75,2.0,0
5.33,1.5,0
5.33,1.5,0
5.8,2.0,0
5.33,1.5,0
7.75,2.0,0
26.76,22.02,0
7.75,2.0,0
8.3,6.0,0
7.33,4.5,0
7.75,2.0,0
10.8,2.5,0
16.5,2.0,0
17.22,4.08,0
0.0,0.0,0
15.14,4.8,0
10.88,5.6,0
6.2,2.5,0
8.98,2.5,0
17.24,7.5,0
5.8,2.0,0
0.0,0.0,0
0.0,0.0,0
7.75,2.0,0
7.75,2.0,0
5.33,1.5,0
23.46,10.29,0
34.8,34.72,0
7.74,1.5,0
16.84,1.5,0
0.0,0.0,0
8.6,7.5,0
5.33,1.5,0
8.3,6.0,0
7.74,1.5,0
25.11,40.0,0
8.76,10.0,0
9.32,5.0,0
48.65,3.6,0
5.33,1.5,0
33.43,3.55,0
15.36,3.5,0
11.18,5.63,0
36.11,11.56,0
11.86,3.5,0
28.71,13.08,0
101.3,13.16,0
13.84,5.25,0
16.84,1.5,0
9.51,3.0,0
7.86,2.5,0
5.33,1.5,0
11.18,5.63,0
0.0,0.0,0
34.14,30.0,0
25.56,20.0,0
7.74,1.5,0
9.51,3.0,0
12.0,2.5,0
5.33,1.5,0
7.75,2.0,0
0.0,0.0,0
7.86,2.5,0
7.74,1.5,0
7.75,2.0,0
24.33,1.5,0
7.75,2.0,0
16.76,8.13,0
7.86,2.5,0
7.74,1.5,0
7.75,2.0,0
7.75,2.0,0
0.0,0.0,0
30.59,3.75,0
5.33,1.5,0
17.46,16.55,0
7.75,2.0,0
7.75,2.0,0
5.33,1.5,0
7.75,2.0,0
55.05,8.2,0
7.74,1.5,0
7.74,1.5,0
7.74,1.5,0
17.46,16.55,0
5.33,1.5,0
11.18,5.63,0
5.33,1.5,0
16.5,2.0,0
7.75,2.0,0
7.75,2.0,0
19.52,4.88,0
14.73,8.94,0
29.0,15.0,0
5.33,1.5,0
7.75,2.0,0
6.69,7.5,0
11.23,2.0,0
