n,v,l,d,i,e,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,errorRate_binned,defects_binned
88.0,477.51,0.15,6.87,69.46,3282.89,182.38,19,0,3,11.0,32.0,48.0,40.0,0,0
89.0,476.82,0.12,8.48,56.21,4044.77,224.71,20,0,3,12.0,29.0,48.0,41.0,0,0
27.0,102.8,0.22,4.5,22.84,462.59,25.7,12,0,1,7.0,7.0,18.0,9.0,0,0
595.0,4027.07,0.03,38.52,104.53,155140.4,8618.91,158,17,23,27.0,82.0,361.0,234.0,0,0
88.0,435.97,0.07,13.59,32.07,5926.46,329.25,14,1,2,15.0,16.0,59.0,29.0,0,0
79.0,375.64,0.08,13.0,28.9,4883.27,271.29,18,2,5,13.0,14.0,51.0,28.0,0,0
540.0,3384.06,0.02,40.68,83.2,137649.97,7647.22,120,15,23,23.0,54.0,349.0,191.0,0,0
68.0,340.0,0.11,8.89,38.22,3024.21,168.01,16,7,4,13.0,19.0,42.0,26.0,0,0
383.0,2378.22,0.03,38.46,61.84,91462.4,5081.24,62,16,13,26.0,48.0,241.0,142.0,0,0
737.0,4807.87,0.01,76.45,62.89,367569.05,20420.5,191,8,14,30.0,62.0,421.0,316.0,0,0
103.0,536.57,0.04,27.87,19.26,14952.52,830.7,26,0,5,22.0,15.0,65.0,38.0,0,0
224.0,1207.88,0.03,30.38,39.77,36689.33,2038.3,49,3,11,18.0,24.0,143.0,81.0,0,0
65.0,294.03,0.08,12.55,23.44,3688.76,204.93,9,1,2,12.0,11.0,42.0,23.0,0,0
90.0,437.22,0.07,14.0,31.23,6121.06,340.06,17,2,2,14.0,15.0,60.0,30.0,0,0
29.0,123.19,0.15,6.87,17.92,846.93,47.05,6,1,1,11.0,8.0,19.0,10.0,0,0
92.0,410.27,0.09,11.14,36.82,4571.55,253.98,16,0,4,8.0,14.0,53.0,39.0,0,0
33.0,142.62,0.19,5.32,26.82,758.5,42.14,10,0,1,9.0,11.0,20.0,13.0,0,0
22.0,85.95,0.19,5.25,16.37,451.25,25.07,4,0,2,9.0,6.0,15.0,7.0,0,0
9.0,27.0,0.5,2.0,13.5,54.0,3.0,2,0,1,4.0,4.0,5.0,4.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
17.0,64.73,0.25,4.0,16.18,258.89,14.38,4,0,0,8.0,6.0,11.0,6.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
30.0,129.66,0.12,8.25,15.72,1069.68,59.43,10,0,1,12.0,8.0,19.0,11.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
24.0,91.38,0.24,4.13,22.15,376.93,20.94,6,1,3,6.0,8.0,13.0,11.0,0,0
4.0,8.0,0.67,1.5,5.33,12.0,0.67,2,0,0,3.0,1.0,3.0,1.0,0,0
4.0,8.0,0.67,1.5,5.33,12.0,0.67,2,0,0,3.0,1.0,3.0,1.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
41.0,185.47,0.06,16.88,10.99,3129.74,173.87,11,1,4,15.0,8.0,23.0,18.0,0,0
224.0,1230.18,0.02,51.75,23.77,63661.56,3536.75,62,26,7,23.0,22.0,125.0,99.0,0,0
182.0,993.62,0.02,42.71,23.26,42441.62,2357.87,52,25,8,23.0,21.0,104.0,78.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
53.0,262.57,0.1,10.13,25.91,2660.73,147.82,21,0,0,16.0,15.0,34.0,19.0,0,0
128.0,685.77,0.08,13.23,51.83,9074.16,504.12,42,0,2,13.0,28.0,71.0,57.0,0,0
121.0,648.26,0.08,12.54,51.71,8126.45,451.47,37,0,2,13.0,28.0,67.0,54.0,0,0
92.0,432.44,0.04,26.4,16.37,11416.43,634.25,22,0,4,16.0,10.0,59.0,33.0,0,0
44.0,186.91,0.11,8.94,20.91,1670.5,92.81,3,0,0,11.0,8.0,31.0,13.0,0,0
46.0,205.13,0.08,13.0,15.78,2666.74,148.15,13,1,6,13.0,9.0,28.0,18.0,0,0
57.0,279.69,0.13,7.67,36.48,2144.31,119.13,14,0,3,12.0,18.0,34.0,23.0,0,0
368.0,2021.0,0.02,48.13,41.99,97260.72,5403.37,66,0,19,21.0,24.0,258.0,110.0,0,0
19.0,68.11,0.35,2.86,23.84,194.61,10.81,5,0,3,5.0,7.0,11.0,8.0,0,0
244.0,1384.07,0.04,28.0,49.43,38754.01,2153.0,36,1,6,17.0,34.0,132.0,112.0,0,0
36.0,152.93,0.17,5.82,26.28,889.75,49.43,15,0,3,8.0,11.0,20.0,16.0,0,0
112.0,569.8,0.06,16.1,35.4,9171.0,509.5,16,1,4,13.0,21.0,60.0,52.0,0,0
31.0,136.16,0.12,8.25,16.5,1123.34,62.41,8,0,4,11.0,10.0,16.0,15.0,0,0
41.0,187.98,0.16,6.07,30.96,1141.33,63.41,12,0,3,10.0,14.0,24.0,17.0,0,0
81.0,418.76,0.07,15.21,27.53,6369.62,353.87,23,1,4,17.0,19.0,47.0,34.0,0,0
15.0,51.89,0.23,4.38,11.86,227.03,12.61,3,0,1,7.0,4.0,10.0,5.0,0,0
104.0,510.32,0.06,18.0,28.35,9185.7,510.32,41,13,16,15.0,15.0,68.0,36.0,0,0
152.0,824.79,0.04,23.04,35.8,19003.21,1055.73,48,7,8,18.0,25.0,88.0,64.0,0,0
118.0,600.32,0.08,12.55,47.85,7531.29,418.41,31,7,6,12.0,22.0,72.0,46.0,0,0
33.0,132.0,0.1,9.9,13.33,1306.8,72.6,4,0,1,11.0,5.0,24.0,9.0,0,0
14.0,50.19,0.22,4.5,11.15,225.85,12.55,3,0,0,9.0,3.0,11.0,3.0,0,0
17.0,60.94,0.22,4.5,13.54,274.25,15.24,3,0,0,9.0,3.0,14.0,3.0,0,0
210.0,1202.86,0.03,32.29,37.25,38840.84,2157.82,45,4,10,22.0,31.0,119.0,91.0,0,0
17.0,60.94,0.17,6.0,10.16,365.67,20.31,5,0,0,8.0,4.0,11.0,6.0,0,0
176.0,1008.11,0.03,29.13,34.6,29369.72,1631.65,47,2,3,23.0,30.0,100.0,76.0,0,0
15.0,51.89,0.25,4.0,12.97,207.57,11.53,3,0,0,8.0,3.0,12.0,3.0,0,0
36.0,158.12,0.12,8.67,18.25,1370.4,76.13,8,0,2,12.0,9.0,23.0,13.0,0,0
228.0,1329.9,0.02,43.93,30.27,58423.84,3245.77,54,1,6,28.0,29.0,139.0,91.0,0,0
88.0,418.43,0.07,14.4,29.06,6025.39,334.74,25,10,8,12.0,15.0,52.0,36.0,0,0
82.0,420.6,0.07,14.32,29.38,6021.24,334.51,24,1,5,16.0,19.0,48.0,34.0,0,0
25.0,100.0,0.15,6.67,15.0,666.67,37.04,7,0,1,10.0,6.0,17.0,8.0,0,0
14.0,50.19,0.29,3.5,14.34,175.66,9.76,6,0,1,7.0,5.0,9.0,5.0,0,0
109.0,572.02,0.05,20.7,27.63,11840.9,657.83,27,0,4,18.0,20.0,63.0,46.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
133.0,758.16,0.05,20.66,36.69,15664.53,870.25,34,0,5,21.0,31.0,72.0,61.0,0,0
567.0,3822.41,0.02,49.6,77.06,189602.1,10533.45,208,2,43,34.0,73.0,354.0,213.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
96.0,466.37,0.05,18.28,25.51,8525.76,473.65,28,0,2,14.0,18.0,58.0,50.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
13.0,41.21,0.42,2.4,17.17,98.9,5.49,6,0,1,4.0,5.0,7.0,6.0,0,0
184.0,992.19,0.03,33.87,29.29,33604.92,1866.94,50,13,19,19.0,23.0,102.0,82.0,0,0
152.0,814.35,0.05,19.84,41.05,16156.66,897.59,43,1,2,16.0,25.0,90.0,62.0,0,0
258.0,1581.36,0.03,31.94,49.5,50515.51,2806.42,76,15,14,25.0,45.0,143.0,115.0,0,0
370.0,2139.1,0.02,58.28,36.71,124658.08,6925.45,82,23,12,26.0,29.0,240.0,130.0,0,0
101.0,533.83,0.05,18.93,28.2,10106.29,561.46,27,0,4,17.0,22.0,52.0,49.0,0,0
118.0,627.99,0.08,13.2,47.57,8289.44,460.52,51,0,4,15.0,25.0,74.0,44.0,0,0
62.0,291.43,0.05,18.41,15.83,5364.91,298.05,19,0,4,15.0,11.0,35.0,27.0,0,0
178.0,977.55,0.04,23.17,42.19,22652.19,1258.45,62,1,11,16.0,29.0,94.0,84.0,0,0
466.0,3039.98,0.03,35.5,85.63,107919.29,5995.52,117,36,16,23.0,69.0,253.0,213.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
110.0,559.62,0.03,39.42,14.2,22058.39,1225.47,37,1,7,22.0,12.0,67.0,43.0,0,0
280.0,1626.06,0.05,18.67,87.11,30353.11,1686.28,65,13,10,14.0,42.0,168.0,112.0,0,0
397.0,2295.2,0.02,49.1,46.74,112701.06,6261.17,114,2,17,21.0,34.0,238.0,159.0,0,0
312.0,1795.52,0.02,49.34,36.39,88588.88,4921.6,77,7,14,23.0,31.0,179.0,133.0,0,0
179.0,994.27,0.03,31.24,31.83,31061.04,1725.61,43,0,7,22.0,25.0,108.0,71.0,0,0
96.0,503.8,0.06,17.81,28.29,8972.46,498.47,22,1,5,17.0,21.0,52.0,44.0,0,0
103.0,548.16,0.05,19.9,27.54,10910.97,606.16,23,5,5,19.0,21.0,59.0,44.0,0,0
100.0,532.19,0.05,18.82,28.28,10014.9,556.38,23,1,5,18.0,22.0,54.0,46.0,0,0
194.0,1180.97,0.05,20.11,58.74,23744.99,1319.17,48,13,5,21.0,47.0,104.0,90.0,0,0
163.0,900.34,0.07,13.41,67.13,12075.16,670.84,34,0,4,12.0,34.0,87.0,76.0,0,0
131.0,692.39,0.08,13.33,51.93,9231.84,512.88,34,1,12,12.0,27.0,71.0,60.0,0,0
11.0,38.05,0.29,3.5,10.87,133.19,7.4,2,0,0,7.0,4.0,7.0,4.0,0,0
58.0,269.34,0.08,12.09,22.28,3256.61,180.92,29,0,2,14.0,11.0,39.0,19.0,0,0
356.0,2159.53,0.03,34.04,63.44,73515.84,4084.21,102,3,25,20.0,47.0,196.0,160.0,0,0
78.0,396.82,0.09,11.14,35.61,4421.73,245.65,25,1,4,13.0,21.0,42.0,36.0,0,0
11.0,34.87,0.5,2.0,17.43,69.74,3.87,2,0,0,4.0,5.0,6.0,5.0,0,0
150.0,787.19,0.06,15.46,50.91,12171.15,676.18,30,5,5,12.0,26.0,83.0,67.0,0,0
11.0,34.87,0.5,2.0,17.43,69.74,3.87,2,0,0,4.0,5.0,6.0,5.0,0,0
105.0,525.0,0.11,9.0,58.33,4725.0,262.5,27,4,4,9.0,23.0,59.0,46.0,0,0
105.0,546.99,0.06,16.0,34.19,8751.88,486.22,31,5,7,16.0,21.0,63.0,42.0,0,0
106.0,552.2,0.06,16.0,34.51,8835.23,490.85,33,5,7,16.0,21.0,64.0,42.0,0,0
453.0,2838.85,0.03,34.13,83.19,96875.9,5381.99,51,20,10,21.0,56.0,271.0,182.0,0,0
222.0,1197.09,0.04,24.72,48.42,29594.84,1644.16,70,12,5,15.0,27.0,133.0,89.0,0,0
13.0,44.97,0.33,3.0,14.99,134.92,7.5,6,1,0,6.0,5.0,8.0,5.0,0,0
13.0,44.97,0.33,3.0,14.99,134.92,7.5,6,1,0,6.0,5.0,8.0,5.0,0,0
390.0,1950.0,0.01,133.33,14.63,260000.0,14444.44,32,5,1,20.0,12.0,230.0,160.0,0,0
10.0,30.0,0.5,2.0,15.0,60.0,3.33,3,0,0,4.0,4.0,6.0,4.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
20.0,71.7,0.17,6.0,11.95,430.2,23.9,9,0,0,8.0,4.0,14.0,6.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
105.0,546.99,0.06,16.0,34.19,8751.88,486.22,31,5,7,16.0,21.0,63.0,42.0,0,0
29.0,116.0,0.12,8.33,13.92,966.67,53.7,7,0,0,10.0,6.0,19.0,10.0,0,0
328.0,2067.63,0.03,29.16,70.9,60293.86,3349.66,74,6,16,23.0,56.0,186.0,142.0,0,0
304.0,1893.56,0.03,28.75,65.86,54439.88,3024.44,72,8,24,23.0,52.0,174.0,130.0,0,0
180.0,988.53,0.04,27.04,36.56,26728.43,1484.91,41,4,7,19.0,26.0,106.0,74.0,0,0
81.0,397.46,0.09,11.33,35.07,4504.53,250.25,24,2,6,12.0,18.0,47.0,34.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
91.0,499.76,0.11,9.33,53.55,4664.41,259.13,38,0,0,18.0,27.0,63.0,28.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
77.0,377.83,0.07,14.88,25.4,5620.23,312.23,13,0,4,14.0,16.0,43.0,34.0,0,0
41.0,177.2,0.2,5.12,34.64,906.44,50.36,11,2,2,7.0,13.0,22.0,19.0,0,0
31.0,140.23,0.07,13.71,10.23,1923.16,106.84,9,2,1,16.0,7.0,19.0,12.0,0,0
41.0,177.2,0.2,5.12,34.64,906.44,50.36,11,2,2,7.0,13.0,22.0,19.0,0,0
31.0,140.23,0.07,13.71,10.23,1923.16,106.84,9,2,1,16.0,7.0,19.0,12.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
34.0,141.78,0.15,6.5,21.81,921.55,51.2,8,3,2,9.0,9.0,21.0,13.0,0,0
28.0,106.61,0.24,4.13,25.84,439.75,24.43,6,2,1,6.0,8.0,17.0,11.0,0,0
28.0,106.61,0.24,4.13,25.84,439.75,24.43,6,2,1,6.0,8.0,17.0,11.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
147.0,776.95,0.07,14.44,53.79,11222.67,623.48,37,6,6,12.0,27.0,82.0,65.0,0,0
18.0,68.53,0.29,3.5,19.58,239.86,13.33,5,1,2,7.0,7.0,11.0,7.0,0,0
227.0,1191.28,0.04,22.85,52.14,27216.16,1512.01,55,7,5,12.0,26.0,128.0,99.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
61.0,299.32,0.07,13.71,21.83,4104.96,228.05,14,7,3,16.0,14.0,37.0,24.0,0,0
19.0,74.23,0.19,5.25,14.14,389.71,21.65,4,0,0,9.0,6.0,12.0,7.0,0,0
11.0,36.54,0.33,3.0,12.18,109.62,6.09,3,0,0,6.0,4.0,7.0,4.0,0,0
25.0,95.18,0.22,4.5,21.15,428.33,23.8,13,0,0,7.0,7.0,16.0,9.0,0,0
62.0,284.27,0.07,15.36,18.5,4367.39,242.63,13,0,2,13.0,11.0,36.0,26.0,0,0
77.0,353.04,0.05,21.86,16.14,7718.78,428.82,23,0,2,13.0,11.0,40.0,37.0,0,0
63.0,262.71,0.07,13.75,19.11,3612.2,200.68,13,0,1,10.0,8.0,41.0,22.0,0,0
86.0,399.37,0.04,25.5,15.66,10183.98,565.78,27,0,3,15.0,10.0,52.0,34.0,0,0
183.0,938.66,0.05,21.86,42.93,20522.49,1140.14,33,0,3,13.0,22.0,109.0,74.0,0,0
353.0,2177.98,0.02,41.26,52.79,89865.49,4992.53,95,4,6,26.0,46.0,207.0,146.0,0,0
26.0,96.21,0.11,9.0,10.69,865.9,48.11,9,0,0,9.0,4.0,18.0,8.0,0,0
113.0,559.82,0.08,12.14,46.1,6797.87,377.66,28,0,2,10.0,21.0,62.0,51.0,0,0
62.0,276.48,0.11,9.35,29.58,2584.07,143.56,19,0,2,9.0,13.0,35.0,27.0,0,0
123.0,650.1,0.06,17.81,36.5,11579.99,643.33,24,0,6,15.0,24.0,66.0,57.0,0,0
85.0,394.73,0.05,19.5,20.24,7697.19,427.62,20,0,3,13.0,12.0,49.0,36.0,0,0
43.0,175.76,0.08,12.86,13.67,2259.78,125.54,7,0,1,10.0,7.0,25.0,18.0,0,0
26.0,96.21,0.13,7.58,12.69,729.6,40.53,8,0,2,7.0,6.0,13.0,13.0,0,0
43.0,182.66,0.07,15.17,12.04,2770.36,153.91,8,0,5,13.0,6.0,30.0,14.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
160.0,827.19,0.04,24.64,33.57,20384.28,1132.46,25,0,1,15.0,21.0,91.0,69.0,0,0
22.0,85.95,0.17,6.0,14.33,515.71,28.65,4,0,2,9.0,6.0,14.0,8.0,0,0
61.0,279.68,0.07,14.77,18.93,4131.68,229.54,21,4,4,13.0,11.0,36.0,25.0,0,0
70.0,312.16,0.04,24.5,12.74,7647.93,424.88,20,2,5,14.0,8.0,42.0,28.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
98.0,510.53,0.08,12.78,39.94,6525.86,362.55,15,0,5,14.0,23.0,56.0,42.0,0,0
49.0,196.0,0.09,10.93,17.93,2142.0,119.0,9,0,5,9.0,7.0,32.0,17.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
59.0,280.54,0.06,17.0,16.5,4769.15,264.95,10,0,5,17.0,10.0,39.0,20.0,0,0
98.0,430.45,0.07,13.88,31.02,5972.45,331.8,22,4,7,9.0,12.0,61.0,37.0,0,0
11.0,36.54,0.33,3.0,12.18,109.62,6.09,2,0,0,6.0,4.0,7.0,4.0,0,0
36.0,152.93,0.21,4.67,32.77,713.65,39.65,7,0,0,7.0,12.0,20.0,16.0,0,0
72.0,360.0,0.11,9.24,38.97,3325.26,184.74,24,0,4,13.0,19.0,45.0,27.0,0,0
51.0,194.18,0.11,9.0,21.58,1747.58,97.09,6,0,1,7.0,7.0,33.0,18.0,0,0
131.0,682.44,0.06,16.7,40.85,11399.82,633.32,45,4,7,15.0,22.0,82.0,49.0,0,0
110.0,568.69,0.04,27.38,20.77,15572.12,865.12,23,0,4,19.0,17.0,61.0,49.0,0,0
60.0,275.1,0.07,14.77,18.62,4063.94,225.77,20,0,5,13.0,11.0,35.0,25.0,0,0
38.0,140.62,0.09,11.2,12.56,1574.91,87.49,10,0,1,8.0,5.0,24.0,14.0,0,0
36.0,150.12,0.2,5.09,29.49,764.23,42.46,7,0,0,7.0,11.0,20.0,16.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
38.0,164.23,0.08,12.07,13.61,1982.53,110.14,13,0,3,13.0,7.0,25.0,13.0,0,0
88.0,423.05,0.04,23.33,18.13,9871.1,548.39,14,0,1,16.0,12.0,53.0,35.0,0,0
50.0,237.74,0.09,10.77,22.08,2560.32,142.24,12,0,1,14.0,13.0,30.0,20.0,0,0
24.0,96.0,0.17,5.83,16.46,560.0,31.11,4,0,0,10.0,6.0,17.0,7.0,0,0
85.0,354.44,0.05,18.75,18.9,6645.82,369.21,18,0,4,10.0,8.0,55.0,30.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
133.0,687.6,0.09,11.35,60.6,7801.62,433.42,21,2,5,10.0,26.0,74.0,59.0,0,0
83.0,422.26,0.05,18.37,22.99,7755.5,430.86,20,0,5,19.0,15.0,54.0,29.0,0,0
34.0,149.34,0.14,7.15,20.89,1067.77,59.32,12,3,5,11.0,10.0,21.0,13.0,0,0
80.0,396.34,0.06,16.39,24.18,6497.07,360.95,22,3,5,17.0,14.0,53.0,27.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
50.0,235.02,0.12,8.5,27.65,1997.69,110.98,20,0,4,13.0,13.0,33.0,17.0,0,0
37.0,157.17,0.13,7.56,20.78,1188.62,66.03,13,0,2,11.0,8.0,26.0,11.0,0,0
80.0,339.83,0.04,22.29,15.25,7573.45,420.75,16,2,2,12.0,7.0,54.0,26.0,0,0
591.0,3401.14,0.01,110.38,30.81,375433.37,20857.41,170,42,23,28.0,26.0,386.0,205.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
102.0,569.67,0.05,18.48,30.83,10526.44,584.8,28,6,1,25.0,23.0,68.0,34.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
171.0,944.53,0.05,21.69,43.55,20486.51,1138.14,62,13,12,17.0,29.0,97.0,74.0,0,0
51.0,236.84,0.09,10.62,22.31,2514.11,139.67,23,0,5,12.0,13.0,28.0,23.0,0,0
283.0,1698.0,0.03,34.2,49.65,58071.6,3226.2,75,14,11,24.0,40.0,169.0,114.0,0,0
65.0,312.48,0.08,12.13,25.75,3791.4,210.63,16,2,4,13.0,15.0,37.0,28.0,0,0
12.0,33.69,0.3,3.33,10.11,112.29,6.24,6,0,1,4.0,3.0,7.0,5.0,0,0
59.0,286.62,0.07,13.46,21.3,3857.44,214.3,11,0,2,17.0,12.0,40.0,19.0,0,0
24.0,96.0,0.08,12.1,7.93,1161.6,64.53,8,0,2,11.0,5.0,13.0,11.0,0,0
24.0,96.0,0.08,12.1,7.93,1161.6,64.53,8,0,2,11.0,5.0,13.0,11.0,0,0
67.0,325.48,0.07,13.53,24.05,4404.89,244.72,17,2,4,14.0,15.0,38.0,29.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
88.0,403.48,0.02,40.07,10.07,16167.89,898.22,14,3,1,17.0,7.0,55.0,33.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
265.0,1446.75,0.04,25.14,57.54,36375.41,2020.86,42,14,17,16.0,28.0,177.0,88.0,0,0
46.0,198.81,0.12,8.5,23.39,1689.87,93.88,9,0,5,10.0,10.0,29.0,17.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
13.0,39.0,0.33,3.0,13.0,117.0,6.5,3,0,0,4.0,4.0,7.0,6.0,0,0
312.0,1892.62,0.03,31.91,59.3,60402.76,3355.71,89,1,5,20.0,47.0,162.0,150.0,0,0
97.0,455.94,0.1,10.0,45.59,4559.43,253.3,12,0,7,8.0,18.0,52.0,45.0,0,0
102.0,490.35,0.04,24.23,20.24,11881.56,660.09,19,2,7,15.0,13.0,60.0,42.0,0,0
22.0,85.95,0.3,3.33,25.79,286.51,15.92,5,8,1,6.0,9.0,12.0,10.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
75.0,368.02,0.15,6.64,55.4,2444.68,135.82,8,1,4,9.0,21.0,44.0,31.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
67.0,303.08,0.12,8.46,35.82,2564.51,142.47,13,1,5,10.0,13.0,45.0,22.0,0,0
27.0,114.69,0.2,5.0,22.94,573.47,31.86,5,0,1,10.0,9.0,18.0,9.0,0,0
58.0,284.6,0.11,9.19,30.98,2614.76,145.26,11,1,3,14.0,16.0,37.0,21.0,0,0
31.0,131.69,0.2,4.95,26.6,651.84,36.21,6,0,3,9.0,10.0,20.0,11.0,0,0
782.0,5675.28,0.05,20.98,270.53,119057.45,6614.3,153,75,34,15.0,138.0,396.0,386.0,0,0
174.0,961.1,0.03,39.5,24.33,37963.44,2109.08,42,1,3,23.0,23.0,96.0,79.0,0,0
131.0,666.46,0.04,28.44,23.43,18957.02,1053.17,23,2,6,16.0,18.0,67.0,64.0,0,0
45.0,211.52,0.09,11.2,18.89,2369.02,131.61,9,3,4,16.0,10.0,31.0,14.0,0,0
247.0,1434.42,0.04,26.7,53.72,38298.92,2127.72,49,4,10,21.0,35.0,158.0,89.0,0,0
38.0,171.9,0.14,7.33,23.44,1260.57,70.03,10,0,2,11.0,12.0,22.0,16.0,0,0
36.0,158.12,0.25,4.0,39.53,632.49,35.14,7,0,1,7.0,14.0,20.0,16.0,0,0
34.0,141.78,0.15,6.5,21.81,921.55,51.2,7,0,3,9.0,9.0,21.0,13.0,0,0
95.0,451.71,0.19,5.34,84.58,2412.57,134.03,28,1,0,5.0,22.0,48.0,47.0,0,0
